Student 1: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'B', 'SPORT': 'A', 'SCI': 'D'}, Average Score=72.20
Student 604: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'B', 'SPORT': 'F', 'SCI': 'A'}, Average Score=65.80
Student 605: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'D', 'SPORT': 'B', 'SCI': 'D'}, Average Score=55.00
Student 606: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'D', 'SCI': 'B'}, Average Score=79.00
Student 607: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=82.00
Student 608: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'B'}, Average Score=81.20
Student 609: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'F', 'SPORT': 'C', 'SCI': 'A'}, Average Score=70.40
Student 610: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'A', 'SPORT': 'D', 'SCI': 'C'}, Average Score=66.60
Student 611: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=84.20
Student 612: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'C', 'SPORT': 'C', 'SCI': 'C'}, Average Score=63.60
Student 613: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'C'}, Average Score=73.60
Student 614: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'A', 'SPORT': 'D', 'SCI': 'C'}, Average Score=71.00
Student 615: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'F', 'SPORT': 'A', 'SCI': 'A'}, Average Score=78.40
Student 616: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'C'}, Average Score=67.20
Student 617: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'D', 'SPORT': 'A', 'SCI': 'B'}, Average Score=66.40
Student 618: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'B'}, Average Score=77.20
Student 619: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'B', 'SCI': 'D'}, Average Score=70.40
Student 620: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=83.80
Student 621: Grades={'ENG': 'B', 'MATH': 'B', 'CP': 'F', 'SPORT': 'D', 'SCI': 'C'}, Average Score=61.20
Student 622: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'D', 'SPORT': 'A', 'SCI': 'B'}, Average Score=60.20
Student 623: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'D', 'SPORT': 'C', 'SCI': 'F'}, Average Score=63.60
Student 624: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=83.00
Student 625: Grades={'ENG': 'C', 'MATH': 'B', 'CP': 'A', 'SPORT': 'D', 'SCI': 'C'}, Average Score=68.80
Student 626: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=77.40
Student 627: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'B', 'SPORT': 'F', 'SCI': 'F'}, Average Score=65.60
Student 628: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'F', 'SPORT': 'B', 'SCI': 'C'}, Average Score=59.80
Student 629: Grades={'ENG': 'F', 'MATH': 'B', 'CP': 'D', 'SPORT': 'D', 'SCI': 'B'}, Average Score=61.00
Student 630: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'D', 'SPORT': 'C', 'SCI': 'F'}, Average Score=51.20
Student 631: Grades={'ENG': 'C', 'MATH': 'C', 'CP': 'F', 'SPORT': 'C', 'SCI': 'C'}, Average Score=58.80
Student 632: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'D', 'SPORT': 'D', 'SCI': 'C'}, Average Score=65.60
Student 633: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'D', 'SPORT': 'F', 'SCI': 'A'}, Average Score=61.80
Student 634: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'F', 'SPORT': 'F', 'SCI': 'C'}, Average Score=56.20
Student 635: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'B', 'SCI': 'A'}, Average Score=79.00
Student 636: Grades={'ENG': 'B', 'MATH': 'B', 'CP': 'B', 'SPORT': 'D', 'SCI': 'C'}, Average Score=68.40
Student 637: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'C', 'SPORT': 'C', 'SCI': 'A'}, Average Score=67.60
Student 638: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'F', 'SPORT': 'A', 'SCI': 'F'}, Average Score=54.00
Student 639: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'F', 'SPORT': 'F', 'SCI': 'A'}, Average Score=56.20
Student 640: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'F', 'SPORT': 'C', 'SCI': 'A'}, Average Score=71.20
Student 641: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'D', 'SPORT': 'B', 'SCI': 'C'}, Average Score=61.00
Student 642: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'C', 'SPORT': 'D', 'SCI': 'D'}, Average Score=65.40
Student 643: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=73.20
Student 644: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'A', 'SPORT': 'F', 'SCI': 'B'}, Average Score=66.80
Student 645: Grades={'ENG': 'D', 'MATH': 'F', 'CP': 'C', 'SPORT': 'C', 'SCI': 'B'}, Average Score=60.00
Student 646: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'F', 'SPORT': 'D', 'SCI': 'F'}, Average Score=58.40
Student 647: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'D', 'SPORT': 'C', 'SCI': 'A'}, Average Score=70.20
Student 648: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'B', 'SPORT': 'D', 'SCI': 'A'}, Average Score=79.00
Student 649: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'F', 'SCI': 'F'}, Average Score=69.20
Student 650: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'D', 'SPORT': 'B', 'SCI': 'A'}, Average Score=71.60
Student 651: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'A', 'SPORT': 'F', 'SCI': 'A'}, Average Score=66.40
Student 652: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'B', 'SPORT': 'B', 'SCI': 'A'}, Average Score=77.40
Student 653: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'F', 'SPORT': 'C', 'SCI': 'D'}, Average Score=64.40
Student 654: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'D', 'SPORT': 'B', 'SCI': 'D'}, Average Score=55.80
Student 655: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'F', 'SPORT': 'D', 'SCI': 'F'}, Average Score=54.80
Student 656: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'C'}, Average Score=80.60
Student 657: Grades={'ENG': 'C', 'MATH': 'B', 'CP': 'D', 'SPORT': 'F', 'SCI': 'F'}, Average Score=56.80
Student 658: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'A', 'SPORT': 'F', 'SCI': 'D'}, Average Score=55.60
Student 659: Grades={'ENG': 'D', 'MATH': 'C', 'CP': 'F', 'SPORT': 'F', 'SCI': 'C'}, Average Score=55.60
Student 660: Grades={'ENG': 'C', 'MATH': 'B', 'CP': 'A', 'SPORT': 'D', 'SCI': 'A'}, Average Score=73.80
Student 661: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'F', 'SPORT': 'B', 'SCI': 'C'}, Average Score=73.00
Student 662: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=76.80
Student 663: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'D', 'SPORT': 'B', 'SCI': 'A'}, Average Score=73.00
Student 664: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'B', 'SCI': 'F'}, Average Score=61.60
Student 665: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=77.00
Student 666: Grades={'ENG': 'B', 'MATH': 'B', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=85.20
Student 667: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'D', 'SPORT': 'D', 'SCI': 'D'}, Average Score=57.40
Student 668: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'A'}, Average Score=83.80
Student 669: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'C', 'SPORT': 'A', 'SCI': 'D'}, Average Score=71.00
Student 670: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'C'}, Average Score=71.00
Student 671: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'B', 'SPORT': 'A', 'SCI': 'C'}, Average Score=72.20
Student 672: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'C'}, Average Score=78.00
Student 673: Grades={'ENG': 'D', 'MATH': 'F', 'CP': 'F', 'SPORT': 'D', 'SCI': 'B'}, Average Score=52.60
Student 674: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'A', 'SCI': 'D'}, Average Score=66.80
Student 675: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'A', 'SPORT': 'F', 'SCI': 'B'}, Average Score=55.00
Student 676: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'A', 'SPORT': 'B', 'SCI': 'C'}, Average Score=65.00
Student 677: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'B', 'SPORT': 'A', 'SCI': 'F'}, Average Score=60.60
Student 678: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'B', 'SPORT': 'D', 'SCI': 'A'}, Average Score=72.20
Student 679: Grades={'ENG': 'F', 'MATH': 'B', 'CP': 'C', 'SPORT': 'B', 'SCI': 'A'}, Average Score=68.00
Student 680: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'F', 'SPORT': 'F', 'SCI': 'B'}, Average Score=60.60
Student 681: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'C'}, Average Score=75.00
Student 682: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=79.00
Student 683: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'D', 'SPORT': 'A', 'SCI': 'D'}, Average Score=68.20
Student 684: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=81.80
Student 685: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'B', 'SPORT': 'A', 'SCI': 'B'}, Average Score=71.20
Student 686: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'F', 'SPORT': 'C', 'SCI': 'D'}, Average Score=59.20
Student 687: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=95.40
Student 688: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'F', 'SPORT': 'D', 'SCI': 'A'}, Average Score=63.40
Student 689: Grades={'ENG': 'D', 'MATH': 'F', 'CP': 'C', 'SPORT': 'F', 'SCI': 'A'}, Average Score=58.60
Student 690: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'C', 'SPORT': 'F', 'SCI': 'D'}, Average Score=63.60
Student 691: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=89.40
Student 692: Grades={'ENG': 'C', 'MATH': 'F', 'CP': 'B', 'SPORT': 'A', 'SCI': 'D'}, Average Score=66.00
Student 693: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'F', 'SPORT': 'A', 'SCI': 'F'}, Average Score=64.40
Student 694: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'B'}, Average Score=78.40
Student 695: Grades={'ENG': 'B', 'MATH': 'C', 'CP': 'C', 'SPORT': 'B', 'SCI': 'F'}, Average Score=64.80
Student 696: Grades={'ENG': 'F', 'MATH': 'F', 'CP': 'B', 'SPORT': 'A', 'SCI': 'D'}, Average Score=61.60
Student 697: Grades={'ENG': 'F', 'MATH': 'B', 'CP': 'A', 'SPORT': 'C', 'SCI': 'B'}, Average Score=70.00
Student 698: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'D'}, Average Score=55.40
Student 699: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=71.00
Student 700: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'F', 'SPORT': 'F', 'SCI': 'F'}, Average Score=51.60
Student 701: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'F', 'SPORT': 'A', 'SCI': 'D'}, Average Score=67.20
Student 702: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'D', 'SPORT': 'B', 'SCI': 'A'}, Average Score=70.20
Student 703: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'D', 'SPORT': 'B', 'SCI': 'A'}, Average Score=75.40
Student 704: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'C', 'SPORT': 'C', 'SCI': 'A'}, Average Score=76.20
Student 705: Grades={'ENG': 'C', 'MATH': 'C', 'CP': 'B', 'SPORT': 'C', 'SCI': 'C'}, Average Score=66.40
Student 706: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'B', 'SPORT': 'F', 'SCI': 'C'}, Average Score=66.60
Student 707: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'C'}, Average Score=76.00
Student 708: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'C', 'SCI': 'C'}, Average Score=71.40
Student 709: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'F', 'SPORT': 'D', 'SCI': 'B'}, Average Score=66.60
Student 710: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'B', 'SPORT': 'F', 'SCI': 'A'}, Average Score=72.20
Student 711: Grades={'ENG': 'C', 'MATH': 'D', 'CP': 'D', 'SPORT': 'C', 'SCI': 'D'}, Average Score=60.40
Student 712: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'F', 'SPORT': 'A', 'SCI': 'D'}, Average Score=64.80
Student 713: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'B', 'SCI': 'D'}, Average Score=72.60
Student 714: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=69.80
Student 715: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'A', 'SPORT': 'D', 'SCI': 'A'}, Average Score=72.20
Student 716: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'B', 'SCI': 'C'}, Average Score=76.00
Student 717: Grades={'ENG': 'D', 'MATH': 'C', 'CP': 'D', 'SPORT': 'C', 'SCI': 'D'}, Average Score=58.80
Student 718: Grades={'ENG': 'C', 'MATH': 'B', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=76.20
Student 719: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'A', 'SPORT': 'F', 'SCI': 'F'}, Average Score=59.60
Student 720: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'B'}, Average Score=70.60
Student 721: Grades={'ENG': 'D', 'MATH': 'C', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=70.40
Student 722: Grades={'ENG': 'C', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=81.80
Student 723: Grades={'ENG': 'C', 'MATH': 'D', 'CP': 'F', 'SPORT': 'C', 'SCI': 'A'}, Average Score=64.00
Student 724: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'F', 'SCI': 'A'}, Average Score=73.80
Student 725: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=74.20
Student 726: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=84.40
Student 727: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'A', 'SPORT': 'C', 'SCI': 'C'}, Average Score=66.60
Student 728: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'B', 'SPORT': 'C', 'SCI': 'F'}, Average Score=57.60
Student 729: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'B', 'SPORT': 'F', 'SCI': 'C'}, Average Score=63.00
Student 730: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'D', 'SCI': 'D'}, Average Score=72.40
Student 731: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=88.60
Student 732: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'F', 'SPORT': 'B', 'SCI': 'D'}, Average Score=65.00
Student 733: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'B', 'SPORT': 'D', 'SCI': 'A'}, Average Score=68.80
Student 734: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=77.40
Student 735: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'A', 'SPORT': 'D', 'SCI': 'F'}, Average Score=70.60
Student 736: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=79.20
Student 737: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'D', 'SPORT': 'C', 'SCI': 'C'}, Average Score=65.40
Student 738: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'B', 'SPORT': 'F', 'SCI': 'C'}, Average Score=72.00
Student 739: Grades={'ENG': 'B', 'MATH': 'F', 'CP': 'F', 'SPORT': 'B', 'SCI': 'D'}, Average Score=59.20
Student 740: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'D', 'SPORT': 'A', 'SCI': 'C'}, Average Score=62.20
Student 741: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'C', 'SPORT': 'B', 'SCI': 'C'}, Average Score=67.60
Student 742: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'D', 'SPORT': 'B', 'SCI': 'C'}, Average Score=63.80
Student 743: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=81.00
Student 744: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'F', 'SPORT': 'A', 'SCI': 'B'}, Average Score=77.80
Student 745: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'C', 'SPORT': 'B', 'SCI': 'B'}, Average Score=74.20
Student 746: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'C'}, Average Score=79.80
Student 747: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'F', 'SPORT': 'C', 'SCI': 'A'}, Average Score=70.00
Student 748: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'B', 'SPORT': 'C', 'SCI': 'F'}, Average Score=69.00
Student 749: Grades={'ENG': 'B', 'MATH': 'C', 'CP': 'F', 'SPORT': 'C', 'SCI': 'A'}, Average Score=68.60
Student 750: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'B', 'SPORT': 'F', 'SCI': 'A'}, Average Score=77.00
Student 751: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'B', 'SPORT': 'C', 'SCI': 'D'}, Average Score=69.60
Student 752: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'F', 'SCI': 'A'}, Average Score=71.60
Student 753: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'D', 'SPORT': 'D', 'SCI': 'D'}, Average Score=50.80
Student 754: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'A', 'SCI': 'F'}, Average Score=72.60
Student 755: Grades={'ENG': 'C', 'MATH': 'C', 'CP': 'A', 'SPORT': 'F', 'SCI': 'C'}, Average Score=68.20
Student 756: Grades={'ENG': 'F', 'MATH': 'B', 'CP': 'B', 'SPORT': 'C', 'SCI': 'A'}, Average Score=71.60
Student 757: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'B', 'SPORT': 'A', 'SCI': 'F'}, Average Score=62.40
Student 758: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'C', 'SPORT': 'D', 'SCI': 'A'}, Average Score=68.20
Student 759: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'C', 'SPORT': 'C', 'SCI': 'A'}, Average Score=71.60
Student 760: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'B', 'SPORT': 'B', 'SCI': 'A'}, Average Score=87.40
Student 761: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'D', 'SPORT': 'D', 'SCI': 'C'}, Average Score=63.40
Student 762: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=82.00
Student 763: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'B', 'SPORT': 'F', 'SCI': 'C'}, Average Score=68.80
Student 764: Grades={'ENG': 'C', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=70.20
Student 765: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'C', 'SCI': 'A'}, Average Score=83.80
Student 766: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'F', 'SPORT': 'F', 'SCI': 'B'}, Average Score=51.60
Student 767: Grades={'ENG': 'B', 'MATH': 'B', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=85.00
Student 768: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'D', 'SPORT': 'C', 'SCI': 'D'}, Average Score=55.80
Student 769: Grades={'ENG': 'B', 'MATH': 'C', 'CP': 'C', 'SPORT': 'A', 'SCI': 'D'}, Average Score=69.40
Student 770: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'C', 'SCI': 'C'}, Average Score=75.60
Student 771: Grades={'ENG': 'C', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=81.00
Student 772: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'D', 'SPORT': 'F', 'SCI': 'F'}, Average Score=62.40
Student 773: Grades={'ENG': 'B', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=84.40
Student 774: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'D'}, Average Score=64.20
Student 775: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'B', 'SPORT': 'A', 'SCI': 'A'}, Average Score=83.80
Student 776: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'A', 'SPORT': 'D', 'SCI': 'C'}, Average Score=79.60
Student 777: Grades={'ENG': 'F', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=76.20
Student 778: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'D', 'SPORT': 'B', 'SCI': 'B'}, Average Score=74.20
Student 779: Grades={'ENG': 'B', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'B'}, Average Score=83.20
Student 780: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'B', 'SPORT': 'A', 'SCI': 'C'}, Average Score=70.40
Student 781: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'F', 'SPORT': 'B', 'SCI': 'D'}, Average Score=61.20
Student 782: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'A', 'SPORT': 'B', 'SCI': 'A'}, Average Score=82.00
Student 783: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'D', 'SPORT': 'A', 'SCI': 'A'}, Average Score=79.40
Student 784: Grades={'ENG': 'D', 'MATH': 'F', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=72.60
Student 785: Grades={'ENG': 'B', 'MATH': 'A', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=88.60
Student 786: Grades={'ENG': 'D', 'MATH': 'C', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=68.80
Student 787: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'C', 'SPORT': 'C', 'SCI': 'A'}, Average Score=72.40
Student 788: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'C', 'SPORT': 'A', 'SCI': 'F'}, Average Score=71.80
Student 789: Grades={'ENG': 'D', 'MATH': 'A', 'CP': 'D', 'SPORT': 'A', 'SCI': 'F'}, Average Score=69.40
Student 790: Grades={'ENG': 'F', 'MATH': 'D', 'CP': 'A', 'SPORT': 'A', 'SCI': 'A'}, Average Score=75.80
Student 791: Grades={'ENG': 'A', 'MATH': 'A', 'CP': 'C', 'SPORT': 'A', 'SCI': 'C'}, Average Score=78.20
Student 792: Grades={'ENG': 'D', 'MATH': 'B', 'CP': 'C', 'SPORT': 'A', 'SCI': 'A'}, Average Score=75.20
Student 793: Grades={'ENG': 'C', 'MATH': 'D', 'CP': 'A', 'SPORT': 'D', 'SCI': 'A'}, Average Score=73.40
Student 794: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'B', 'SPORT': 'D', 'SCI': 'D'}, Average Score=67.00
Student 795: Grades={'ENG': 'A', 'MATH': 'C', 'CP': 'B', 'SPORT': 'B', 'SCI': 'D'}, Average Score=69.80
Student 796: Grades={'ENG': 'D', 'MATH': 'D', 'CP': 'F', 'SPORT': 'D', 'SCI': 'C'}, Average Score=54.20
Student 797: Grades={'ENG': 'B', 'MATH': 'D', 'CP': 'B', 'SPORT': 'C', 'SCI': 'D'}, Average Score=65.40
Student 798: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'A', 'SCI': 'B'}, Average Score=81.00
Student 799: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'A', 'SPORT': 'A', 'SCI': 'F'}, Average Score=71.40
Student 800: Grades={'ENG': 'A', 'MATH': 'D', 'CP': 'A', 'SPORT': 'A', 'SCI': 'B'}, Average Score=79.00
Student 801: Grades={'ENG': 'A', 'MATH': 'B', 'CP': 'B', 'SPORT': 'A', 'SCI': 'D'}, Average Score=73.40
Student 802: Grades={'ENG': 'A', 'MATH': 'F', 'CP': 'B', 'SPORT': 'D', 'SCI': 'F'}, Average Score=61.20
Student 803: Grades={'ENG': 'C', 'MATH': 'D', 'CP': 'F', 'SPORT': 'A', 'SCI': 'C'}, Average Score=64.00
Student 804: Grades={'ENG': 'F', 'MATH': 'A', 'CP': 'D', 'SPORT': 'C', 'SCI': 'B'}, Average Score=66.80
