Student 1: {'ENG': 95, 'MATH': 49, 'CP': 74, 'SPORT': 90, 'SCI': 53}
Student 820: {'ENG': 69, 'MATH': 93, 'CP': 100, 'SPORT': 58, 'SCI': 81}
Student 821: {'ENG': 42, 'MATH': 80, 'CP': 52, 'SPORT': 41, 'SCI': 52}
Student 822: {'ENG': 42, 'MATH': 81, 'CP': 41, 'SPORT': 64, 'SCI': 53}
Student 823: {'ENG': 87, 'MATH': 56, 'CP': 73, 'SPORT': 54, 'SCI': 91}
Student 824: {'ENG': 54, 'MATH': 42, 'CP': 64, 'SPORT': 41, 'SCI': 84}
Student 825: {'ENG': 57, 'MATH': 58, 'CP': 100, 'SPORT': 79, 'SCI': 88}
Student 826: {'ENG': 61, 'MATH': 54, 'CP': 88, 'SPORT': 79, 'SCI': 99}
Student 827: {'ENG': 45, 'MATH': 80, 'CP': 96, 'SPORT': 61, 'SCI': 89}
Student 828: {'ENG': 55, 'MATH': 55, 'CP': 79, 'SPORT': 59, 'SCI': 72}
Student 829: {'ENG': 62, 'MATH': 78, 'CP': 54, 'SPORT': 89, 'SCI': 43}
Student 830: {'ENG': 68, 'MATH': 77, 'CP': 99, 'SPORT': 57, 'SCI': 100}
Student 831: {'ENG': 75, 'MATH': 49, 'CP': 62, 'SPORT': 82, 'SCI': 82}
Student 832: {'ENG': 42, 'MATH': 94, 'CP': 81, 'SPORT': 53, 'SCI': 95}
Student 833: {'ENG': 92, 'MATH': 100, 'CP': 81, 'SPORT': 57, 'SCI': 76}
Student 834: {'ENG': 95, 'MATH': 90, 'CP': 45, 'SPORT': 99, 'SCI': 61}
Student 835: {'ENG': 92, 'MATH': 62, 'CP': 76, 'SPORT': 96, 'SCI': 43}
Student 836: {'ENG': 98, 'MATH': 69, 'CP': 70, 'SPORT': 69, 'SCI': 91}
Student 837: {'ENG': 45, 'MATH': 43, 'CP': 74, 'SPORT': 49, 'SCI': 67}
Student 838: {'ENG': 65, 'MATH': 92, 'CP': 93, 'SPORT': 43, 'SCI': 66}
Student 839: {'ENG': 62, 'MATH': 81, 'CP': 43, 'SPORT': 50, 'SCI': 69}
Student 840: {'ENG': 56, 'MATH': 83, 'CP': 50, 'SPORT': 62, 'SCI': 65}
Student 841: {'ENG': 65, 'MATH': 96, 'CP': 76, 'SPORT': 93, 'SCI': 91}
Student 842: {'ENG': 93, 'MATH': 50, 'CP': 90, 'SPORT': 51, 'SCI': 98}
Student 843: {'ENG': 62, 'MATH': 88, 'CP': 96, 'SPORT': 67, 'SCI': 69}
Student 844: {'ENG': 42, 'MATH': 52, 'CP': 63, 'SPORT': 54, 'SCI': 49}
Student 845: {'ENG': 64, 'MATH': 99, 'CP': 70, 'SPORT': 60, 'SCI': 67}
Student 846: {'ENG': 81, 'MATH': 62, 'CP': 97, 'SPORT': 69, 'SCI': 64}
Student 847: {'ENG': 71, 'MATH': 44, 'CP': 60, 'SPORT': 53, 'SCI': 53}
Student 848: {'ENG': 78, 'MATH': 49, 'CP': 49, 'SPORT': 43, 'SCI': 47}
Student 849: {'ENG': 62, 'MATH': 47, 'CP': 72, 'SPORT': 67, 'SCI': 99}
Student 850: {'ENG': 74, 'MATH': 100, 'CP': 62, 'SPORT': 84, 'SCI': 50}
Student 851: {'ENG': 99, 'MATH': 51, 'CP': 92, 'SPORT': 49, 'SCI': 50}
Student 852: {'ENG': 81, 'MATH': 58, 'CP': 57, 'SPORT': 93, 'SCI': 80}
Student 853: {'ENG': 42, 'MATH': 59, 'CP': 85, 'SPORT': 61, 'SCI': 83}
Student 854: {'ENG': 70, 'MATH': 92, 'CP': 85, 'SPORT': 69, 'SCI': 91}
Student 855: {'ENG': 73, 'MATH': 48, 'CP': 74, 'SPORT': 87, 'SCI': 58}
Student 856: {'ENG': 77, 'MATH': 95, 'CP': 71, 'SPORT': 52, 'SCI': 100}
Student 857: {'ENG': 76, 'MATH': 49, 'CP': 97, 'SPORT': 95, 'SCI': 68}
Student 858: {'ENG': 56, 'MATH': 86, 'CP': 56, 'SPORT': 65, 'SCI': 64}
Student 859: {'ENG': 96, 'MATH': 84, 'CP': 42, 'SPORT': 85, 'SCI': 58}
Student 860: {'ENG': 78, 'MATH': 66, 'CP': 46, 'SPORT': 69, 'SCI': 58}
Student 861: {'ENG': 76, 'MATH': 100, 'CP': 66, 'SPORT': 62, 'SCI': 66}
Student 862: {'ENG': 81, 'MATH': 93, 'CP': 51, 'SPORT': 58, 'SCI': 56}
Student 863: {'ENG': 95, 'MATH': 93, 'CP': 85, 'SPORT': 98, 'SCI': 77}
Student 864: {'ENG': 65, 'MATH': 41, 'CP': 93, 'SPORT': 40, 'SCI': 62}
Student 865: {'ENG': 89, 'MATH': 80, 'CP': 50, 'SPORT': 99, 'SCI': 41}
Student 866: {'ENG': 99, 'MATH': 67, 'CP': 93, 'SPORT': 60, 'SCI': 81}
Student 867: {'ENG': 51, 'MATH': 82, 'CP': 74, 'SPORT': 50, 'SCI': 83}
Student 868: {'ENG': 77, 'MATH': 98, 'CP': 72, 'SPORT': 54, 'SCI': 64}
Student 869: {'ENG': 52, 'MATH': 100, 'CP': 58, 'SPORT': 60, 'SCI': 89}
Student 870: {'ENG': 78, 'MATH': 53, 'CP': 47, 'SPORT': 81, 'SCI': 47}
Student 871: {'ENG': 92, 'MATH': 81, 'CP': 83, 'SPORT': 84, 'SCI': 40}
Student 872: {'ENG': 90, 'MATH': 95, 'CP': 100, 'SPORT': 82, 'SCI': 57}
Student 873: {'ENG': 82, 'MATH': 79, 'CP': 100, 'SPORT': 55, 'SCI': 42}
Student 874: {'ENG': 59, 'MATH': 58, 'CP': 52, 'SPORT': 93, 'SCI': 49}
Student 875: {'ENG': 40, 'MATH': 83, 'CP': 87, 'SPORT': 44, 'SCI': 98}
Student 876: {'ENG': 70, 'MATH': 52, 'CP': 74, 'SPORT': 79, 'SCI': 99}
Student 877: {'ENG': 59, 'MATH': 82, 'CP': 55, 'SPORT': 78, 'SCI': 83}
Student 878: {'ENG': 89, 'MATH': 53, 'CP': 76, 'SPORT': 46, 'SCI': 95}
Student 879: {'ENG': 41, 'MATH': 48, 'CP': 46, 'SPORT': 85, 'SCI': 94}
Student 880: {'ENG': 77, 'MATH': 42, 'CP': 54, 'SPORT': 47, 'SCI': 62}
Student 881: {'ENG': 92, 'MATH': 73, 'CP': 71, 'SPORT': 42, 'SCI': 73}
Student 882: {'ENG': 99, 'MATH': 79, 'CP': 49, 'SPORT': 50, 'SCI': 87}
Student 883: {'ENG': 83, 'MATH': 51, 'CP': 84, 'SPORT': 96, 'SCI': 95}
Student 884: {'ENG': 91, 'MATH': 72, 'CP': 77, 'SPORT': 48, 'SCI': 54}
Student 885: {'ENG': 100, 'MATH': 84, 'CP': 73, 'SPORT': 88, 'SCI': 47}
Student 886: {'ENG': 97, 'MATH': 48, 'CP': 54, 'SPORT': 40, 'SCI': 78}
Student 887: {'ENG': 54, 'MATH': 87, 'CP': 91, 'SPORT': 78, 'SCI': 70}
Student 888: {'ENG': 64, 'MATH': 49, 'CP': 43, 'SPORT': 44, 'SCI': 46}
Student 889: {'ENG': 100, 'MATH': 97, 'CP': 58, 'SPORT': 41, 'SCI': 40}
Student 890: {'ENG': 56, 'MATH': 77, 'CP': 47, 'SPORT': 65, 'SCI': 92}
Student 891: {'ENG': 59, 'MATH': 46, 'CP': 85, 'SPORT': 67, 'SCI': 52}
Student 892: {'ENG': 47, 'MATH': 64, 'CP': 43, 'SPORT': 77, 'SCI': 74}
Student 893: {'ENG': 84, 'MATH': 78, 'CP': 65, 'SPORT': 48, 'SCI': 61}
Student 894: {'ENG': 46, 'MATH': 46, 'CP': 95, 'SPORT': 96, 'SCI': 49}
Student 895: {'ENG': 63, 'MATH': 67, 'CP': 53, 'SPORT': 80, 'SCI': 73}
Student 896: {'ENG': 84, 'MATH': 51, 'CP': 63, 'SPORT': 85, 'SCI': 90}
Student 897: {'ENG': 50, 'MATH': 60, 'CP': 68, 'SPORT': 63, 'SCI': 85}
Student 898: {'ENG': 71, 'MATH': 97, 'CP': 54, 'SPORT': 40, 'SCI': 89}
Student 899: {'ENG': 61, 'MATH': 42, 'CP': 55, 'SPORT': 97, 'SCI': 90}
Student 900: {'ENG': 92, 'MATH': 49, 'CP': 68, 'SPORT': 98, 'SCI': 50}
Student 901: {'ENG': 77, 'MATH': 95, 'CP': 80, 'SPORT': 71, 'SCI': 89}
Student 902: {'ENG': 49, 'MATH': 84, 'CP': 42, 'SPORT': 65, 'SCI': 53}
Student 903: {'ENG': 55, 'MATH': 99, 'CP': 78, 'SPORT': 53, 'SCI': 44}
Student 904: {'ENG': 76, 'MATH': 57, 'CP': 53, 'SPORT': 82, 'SCI': 57}
Student 905: {'ENG': 71, 'MATH': 93, 'CP': 82, 'SPORT': 70, 'SCI': 99}
Student 906: {'ENG': 93, 'MATH': 42, 'CP': 93, 'SPORT': 52, 'SCI': 49}
Student 907: {'ENG': 46, 'MATH': 98, 'CP': 81, 'SPORT': 88, 'SCI': 78}
Student 908: {'ENG': 95, 'MATH': 66, 'CP': 87, 'SPORT': 43, 'SCI': 76}
Student 909: {'ENG': 47, 'MATH': 85, 'CP': 59, 'SPORT': 43, 'SCI': 45}
Student 910: {'ENG': 46, 'MATH': 75, 'CP': 70, 'SPORT': 82, 'SCI': 43}
Student 911: {'ENG': 54, 'MATH': 88, 'CP': 99, 'SPORT': 62, 'SCI': 90}
Student 912: {'ENG': 67, 'MATH': 49, 'CP': 54, 'SPORT': 53, 'SCI': 80}
Student 913: {'ENG': 52, 'MATH': 82, 'CP': 78, 'SPORT': 41, 'SCI': 54}
Student 914: {'ENG': 59, 'MATH': 84, 'CP': 43, 'SPORT': 99, 'SCI': 78}
Student 915: {'ENG': 97, 'MATH': 62, 'CP': 83, 'SPORT': 47, 'SCI': 43}
Student 916: {'ENG': 40, 'MATH': 55, 'CP': 82, 'SPORT': 57, 'SCI': 67}
Student 917: {'ENG': 69, 'MATH': 46, 'CP': 44, 'SPORT': 73, 'SCI': 63}
Student 918: {'ENG': 50, 'MATH': 83, 'CP': 52, 'SPORT': 45, 'SCI': 65}
Student 919: {'ENG': 46, 'MATH': 43, 'CP': 41, 'SPORT': 85, 'SCI': 76}
Student 920: {'ENG': 59, 'MATH': 49, 'CP': 55, 'SPORT': 54, 'SCI': 76}
Student 921: {'ENG': 96, 'MATH': 61, 'CP': 58, 'SPORT': 84, 'SCI': 87}
Student 922: {'ENG': 60, 'MATH': 90, 'CP': 85, 'SPORT': 68, 'SCI': 100}
Student 923: {'ENG': 46, 'MATH': 40, 'CP': 83, 'SPORT': 64, 'SCI': 62}
Student 924: {'ENG': 45, 'MATH': 58, 'CP': 51, 'SPORT': 90, 'SCI': 94}
Student 925: {'ENG': 93, 'MATH': 61, 'CP': 88, 'SPORT': 55, 'SCI': 52}
Student 926: {'ENG': 72, 'MATH': 54, 'CP': 46, 'SPORT': 45, 'SCI': 97}
Student 927: {'ENG': 41, 'MATH': 42, 'CP': 95, 'SPORT': 82, 'SCI': 100}
Student 928: {'ENG': 75, 'MATH': 81, 'CP': 65, 'SPORT': 88, 'SCI': 99}
Student 929: {'ENG': 47, 'MATH': 54, 'CP': 89, 'SPORT': 69, 'SCI': 92}
Student 930: {'ENG': 48, 'MATH': 43, 'CP': 94, 'SPORT': 53, 'SCI': 76}
Student 931: {'ENG': 82, 'MATH': 55, 'CP': 88, 'SPORT': 85, 'SCI': 83}
Student 932: {'ENG': 66, 'MATH': 76, 'CP': 95, 'SPORT': 99, 'SCI': 54}
Student 933: {'ENG': 78, 'MATH': 47, 'CP': 73, 'SPORT': 96, 'SCI': 73}
Student 934: {'ENG': 69, 'MATH': 49, 'CP': 80, 'SPORT': 71, 'SCI': 40}
Student 935: {'ENG': 74, 'MATH': 50, 'CP': 76, 'SPORT': 78, 'SCI': 85}
Student 936: {'ENG': 46, 'MATH': 82, 'CP': 42, 'SPORT': 42, 'SCI': 63}
Student 937: {'ENG': 46, 'MATH': 82, 'CP': 68, 'SPORT': 96, 'SCI': 88}
Student 938: {'ENG': 76, 'MATH': 84, 'CP': 86, 'SPORT': 45, 'SCI': 95}
Student 939: {'ENG': 45, 'MATH': 98, 'CP': 94, 'SPORT': 72, 'SCI': 77}
Student 940: {'ENG': 90, 'MATH': 60, 'CP': 76, 'SPORT': 92, 'SCI': 80}
Student 941: {'ENG': 53, 'MATH': 71, 'CP': 82, 'SPORT': 90, 'SCI': 54}
Student 942: {'ENG': 41, 'MATH': 57, 'CP': 63, 'SPORT': 57, 'SCI': 95}
Student 943: {'ENG': 100, 'MATH': 88, 'CP': 59, 'SPORT': 95, 'SCI': 88}
Student 944: {'ENG': 40, 'MATH': 63, 'CP': 41, 'SPORT': 87, 'SCI': 70}
Student 945: {'ENG': 79, 'MATH': 51, 'CP': 61, 'SPORT': 65, 'SCI': 55}
Student 946: {'ENG': 47, 'MATH': 98, 'CP': 68, 'SPORT': 95, 'SCI': 67}
Student 947: {'ENG': 59, 'MATH': 96, 'CP': 58, 'SPORT': 55, 'SCI': 67}
Student 948: {'ENG': 84, 'MATH': 82, 'CP': 96, 'SPORT': 89, 'SCI': 98}
Student 949: {'ENG': 58, 'MATH': 88, 'CP': 87, 'SPORT': 75, 'SCI': 77}
Student 950: {'ENG': 58, 'MATH': 49, 'CP': 51, 'SPORT': 98, 'SCI': 56}
Student 951: {'ENG': 91, 'MATH': 88, 'CP': 87, 'SPORT': 71, 'SCI': 57}
Student 952: {'ENG': 54, 'MATH': 50, 'CP': 88, 'SPORT': 69, 'SCI': 100}
Student 953: {'ENG': 86, 'MATH': 93, 'CP': 67, 'SPORT': 67, 'SCI': 95}
Student 954: {'ENG': 77, 'MATH': 94, 'CP': 44, 'SPORT': 74, 'SCI': 46}
Student 955: {'ENG': 48, 'MATH': 83, 'CP': 62, 'SPORT': 76, 'SCI': 62}
Student 956: {'ENG': 70, 'MATH': 81, 'CP': 72, 'SPORT': 88, 'SCI': 88}
Student 957: {'ENG': 87, 'MATH': 48, 'CP': 82, 'SPORT': 42, 'SCI': 59}
Student 958: {'ENG': 63, 'MATH': 49, 'CP': 40, 'SPORT': 73, 'SCI': 40}
Student 959: {'ENG': 59, 'MATH': 76, 'CP': 64, 'SPORT': 86, 'SCI': 82}
Student 960: {'ENG': 79, 'MATH': 73, 'CP': 62, 'SPORT': 85, 'SCI': 83}
Student 961: {'ENG': 94, 'MATH': 43, 'CP': 83, 'SPORT': 78, 'SCI': 69}
Student 962: {'ENG': 83, 'MATH': 57, 'CP': 58, 'SPORT': 96, 'SCI': 85}
Student 963: {'ENG': 58, 'MATH': 59, 'CP': 98, 'SPORT': 54, 'SCI': 59}
Student 964: {'ENG': 41, 'MATH': 64, 'CP': 88, 'SPORT': 77, 'SCI': 60}
Student 965: {'ENG': 65, 'MATH': 57, 'CP': 80, 'SPORT': 99, 'SCI': 40}
Student 966: {'ENG': 88, 'MATH': 92, 'CP': 82, 'SPORT': 73, 'SCI': 40}
Student 967: {'ENG': 62, 'MATH': 86, 'CP': 60, 'SPORT': 84, 'SCI': 44}
Student 968: {'ENG': 88, 'MATH': 55, 'CP': 83, 'SPORT': 100, 'SCI': 42}
Student 969: {'ENG': 44, 'MATH': 65, 'CP': 95, 'SPORT': 96, 'SCI': 89}
Student 970: {'ENG': 94, 'MATH': 87, 'CP': 95, 'SPORT': 80, 'SCI': 85}
Student 971: {'ENG': 63, 'MATH': 49, 'CP': 76, 'SPORT': 42, 'SCI': 83}
Student 972: {'ENG': 81, 'MATH': 73, 'CP': 65, 'SPORT': 78, 'SCI': 94}
Student 973: {'ENG': 74, 'MATH': 73, 'CP': 73, 'SPORT': 97, 'SCI': 74}
Student 974: {'ENG': 70, 'MATH': 99, 'CP': 60, 'SPORT': 85, 'SCI': 75}
Student 975: {'ENG': 94, 'MATH': 77, 'CP': 96, 'SPORT': 68, 'SCI': 50}
Student 976: {'ENG': 52, 'MATH': 82, 'CP': 42, 'SPORT': 45, 'SCI': 63}
Student 977: {'ENG': 50, 'MATH': 51, 'CP': 49, 'SPORT': 61, 'SCI': 83}
Student 978: {'ENG': 100, 'MATH': 46, 'CP': 74, 'SPORT': 78, 'SCI': 58}
Student 979: {'ENG': 45, 'MATH': 44, 'CP': 69, 'SPORT': 72, 'SCI': 89}
Student 980: {'ENG': 51, 'MATH': 64, 'CP': 46, 'SPORT': 43, 'SCI': 60}
Student 981: {'ENG': 65, 'MATH': 42, 'CP': 44, 'SPORT': 89, 'SCI': 45}
Student 982: {'ENG': 47, 'MATH': 44, 'CP': 60, 'SPORT': 53, 'SCI': 54}
Student 983: {'ENG': 95, 'MATH': 53, 'CP': 78, 'SPORT': 83, 'SCI': 63}
Student 984: {'ENG': 90, 'MATH': 44, 'CP': 91, 'SPORT': 48, 'SCI': 81}
Student 985: {'ENG': 60, 'MATH': 88, 'CP': 67, 'SPORT': 73, 'SCI': 66}
Student 986: {'ENG': 73, 'MATH': 87, 'CP': 92, 'SPORT': 92, 'SCI': 87}
Student 987: {'ENG': 82, 'MATH': 89, 'CP': 76, 'SPORT': 43, 'SCI': 84}
Student 988: {'ENG': 42, 'MATH': 41, 'CP': 100, 'SPORT': 81, 'SCI': 79}
Student 989: {'ENG': 77, 'MATH': 94, 'CP': 56, 'SPORT': 46, 'SCI': 93}
Student 990: {'ENG': 60, 'MATH': 89, 'CP': 93, 'SPORT': 94, 'SCI': 54}
Student 991: {'ENG': 45, 'MATH': 68, 'CP': 68, 'SPORT': 70, 'SCI': 92}
Student 992: {'ENG': 62, 'MATH': 74, 'CP': 73, 'SPORT': 67, 'SCI': 59}
Student 993: {'ENG': 78, 'MATH': 82, 'CP': 48, 'SPORT': 98, 'SCI': 95}
Student 994: {'ENG': 63, 'MATH': 51, 'CP': 58, 'SPORT': 89, 'SCI': 83}
Student 995: {'ENG': 57, 'MATH': 52, 'CP': 54, 'SPORT': 69, 'SCI': 52}
Student 996: {'ENG': 88, 'MATH': 61, 'CP': 47, 'SPORT': 69, 'SCI': 52}
Student 997: {'ENG': 74, 'MATH': 54, 'CP': 96, 'SPORT': 65, 'SCI': 77}
Student 998: {'ENG': 77, 'MATH': 48, 'CP': 60, 'SPORT': 69, 'SCI': 91}
Student 999: {'ENG': 66, 'MATH': 68, 'CP': 74, 'SPORT': 90, 'SCI': 100}
Student 1000: {'ENG': 55, 'MATH': 63, 'CP': 78, 'SPORT': 93, 'SCI': 94}
