Student 1: {'ENG': 85, 'MATH': 78, 'CP': 100, 'SPORT': 87, 'SCI': 100}
Student 820: {'ENG': 88, 'MATH': 83, 'CP': 62, 'SPORT': 90, 'SCI': 44}
Student 821: {'ENG': 91, 'MATH': 66, 'CP': 80, 'SPORT': 65, 'SCI': 77}
Student 822: {'ENG': 83, 'MATH': 94, 'CP': 100, 'SPORT': 61, 'SCI': 77}
Student 823: {'ENG': 47, 'MATH': 67, 'CP': 90, 'SPORT': 41, 'SCI': 83}
Student 824: {'ENG': 85, 'MATH': 65, 'CP': 44, 'SPORT': 78, 'SCI': 65}
Student 825: {'ENG': 63, 'MATH': 84, 'CP': 66, 'SPORT': 85, 'SCI': 85}
Student 826: {'ENG': 47, 'MATH': 94, 'CP': 91, 'SPORT': 60, 'SCI': 74}
Student 827: {'ENG': 57, 'MATH': 43, 'CP': 66, 'SPORT': 81, 'SCI': 94}
Student 828: {'ENG': 59, 'MATH': 73, 'CP': 78, 'SPORT': 64, 'SCI': 66}
Student 829: {'ENG': 42, 'MATH': 44, 'CP': 57, 'SPORT': 93, 'SCI': 75}
Student 830: {'ENG': 70, 'MATH': 99, 'CP': 98, 'SPORT': 90, 'SCI': 47}
Student 831: {'ENG': 45, 'MATH': 81, 'CP': 41, 'SPORT': 64, 'SCI': 41}
Student 832: {'ENG': 82, 'MATH': 48, 'CP': 56, 'SPORT': 81, 'SCI': 73}
Student 833: {'ENG': 47, 'MATH': 83, 'CP': 100, 'SPORT': 70, 'SCI': 82}
Student 834: {'ENG': 92, 'MATH': 67, 'CP': 83, 'SPORT': 41, 'SCI': 79}
Student 835: {'ENG': 63, 'MATH': 63, 'CP': 98, 'SPORT': 89, 'SCI': 89}
Student 836: {'ENG': 97, 'MATH': 96, 'CP': 56, 'SPORT': 74, 'SCI': 55}
Student 837: {'ENG': 53, 'MATH': 50, 'CP': 63, 'SPORT': 84, 'SCI': 85}
Student 838: {'ENG': 81, 'MATH': 96, 'CP': 53, 'SPORT': 82, 'SCI': 65}
Student 839: {'ENG': 91, 'MATH': 59, 'CP': 53, 'SPORT': 95, 'SCI': 59}
Student 840: {'ENG': 93, 'MATH': 73, 'CP': 71, 'SPORT': 69, 'SCI': 79}
Student 841: {'ENG': 88, 'MATH': 76, 'CP': 77, 'SPORT': 75, 'SCI': 41}
Student 842: {'ENG': 55, 'MATH': 97, 'CP': 46, 'SPORT': 72, 'SCI': 48}
Student 843: {'ENG': 65, 'MATH': 83, 'CP': 76, 'SPORT': 87, 'SCI': 98}
Student 844: {'ENG': 100, 'MATH': 46, 'CP': 45, 'SPORT': 99, 'SCI': 56}
Student 845: {'ENG': 79, 'MATH': 98, 'CP': 75, 'SPORT': 82, 'SCI': 65}
Student 846: {'ENG': 42, 'MATH': 65, 'CP': 54, 'SPORT': 80, 'SCI': 72}
Student 847: {'ENG': 89, 'MATH': 72, 'CP': 68, 'SPORT': 53, 'SCI': 96}
Student 848: {'ENG': 96, 'MATH': 87, 'CP': 65, 'SPORT': 72, 'SCI': 40}
Student 849: {'ENG': 89, 'MATH': 64, 'CP': 91, 'SPORT': 56, 'SCI': 83}
Student 850: {'ENG': 73, 'MATH': 95, 'CP': 70, 'SPORT': 98, 'SCI': 96}
Student 851: {'ENG': 65, 'MATH': 45, 'CP': 79, 'SPORT': 51, 'SCI': 98}
Student 852: {'ENG': 60, 'MATH': 83, 'CP': 67, 'SPORT': 56, 'SCI': 87}
Student 853: {'ENG': 90, 'MATH': 100, 'CP': 100, 'SPORT': 94, 'SCI': 66}
Student 854: {'ENG': 99, 'MATH': 59, 'CP': 45, 'SPORT': 67, 'SCI': 90}
Student 855: {'ENG': 95, 'MATH': 63, 'CP': 84, 'SPORT': 56, 'SCI': 88}
Student 856: {'ENG': 59, 'MATH': 100, 'CP': 40, 'SPORT': 47, 'SCI': 64}
Student 857: {'ENG': 71, 'MATH': 76, 'CP': 58, 'SPORT': 65, 'SCI': 84}
Student 858: {'ENG': 60, 'MATH': 77, 'CP': 65, 'SPORT': 47, 'SCI': 85}
Student 859: {'ENG': 93, 'MATH': 89, 'CP': 93, 'SPORT': 88, 'SCI': 77}
Student 860: {'ENG': 90, 'MATH': 90, 'CP': 69, 'SPORT': 99, 'SCI': 82}
Student 861: {'ENG': 65, 'MATH': 64, 'CP': 88, 'SPORT': 86, 'SCI': 41}
Student 862: {'ENG': 82, 'MATH': 43, 'CP': 90, 'SPORT': 66, 'SCI': 98}
Student 863: {'ENG': 51, 'MATH': 41, 'CP': 97, 'SPORT': 55, 'SCI': 96}
Student 864: {'ENG': 90, 'MATH': 77, 'CP': 94, 'SPORT': 41, 'SCI': 77}
Student 865: {'ENG': 57, 'MATH': 53, 'CP': 56, 'SPORT': 44, 'SCI': 55}
Student 866: {'ENG': 78, 'MATH': 89, 'CP': 98, 'SPORT': 89, 'SCI': 54}
Student 867: {'ENG': 56, 'MATH': 97, 'CP': 63, 'SPORT': 67, 'SCI': 89}
Student 868: {'ENG': 54, 'MATH': 66, 'CP': 100, 'SPORT': 71, 'SCI': 56}
Student 869: {'ENG': 50, 'MATH': 93, 'CP': 52, 'SPORT': 85, 'SCI': 70}
Student 870: {'ENG': 54, 'MATH': 76, 'CP': 44, 'SPORT': 45, 'SCI': 40}
Student 871: {'ENG': 42, 'MATH': 58, 'CP': 44, 'SPORT': 60, 'SCI': 84}
Student 872: {'ENG': 98, 'MATH': 47, 'CP': 99, 'SPORT': 99, 'SCI': 55}
Student 873: {'ENG': 56, 'MATH': 79, 'CP': 61, 'SPORT': 64, 'SCI': 66}
Student 874: {'ENG': 67, 'MATH': 73, 'CP': 93, 'SPORT': 41, 'SCI': 82}
Student 875: {'ENG': 97, 'MATH': 61, 'CP': 60, 'SPORT': 45, 'SCI': 58}
Student 876: {'ENG': 48, 'MATH': 96, 'CP': 97, 'SPORT': 83, 'SCI': 42}
Student 877: {'ENG': 90, 'MATH': 76, 'CP': 55, 'SPORT': 56, 'SCI': 75}
Student 878: {'ENG': 42, 'MATH': 88, 'CP': 58, 'SPORT': 64, 'SCI': 72}
Student 879: {'ENG': 51, 'MATH': 47, 'CP': 50, 'SPORT': 91, 'SCI': 77}
Student 880: {'ENG': 93, 'MATH': 63, 'CP': 52, 'SPORT': 88, 'SCI': 47}
Student 881: {'ENG': 46, 'MATH': 87, 'CP': 78, 'SPORT': 66, 'SCI': 94}
Student 882: {'ENG': 73, 'MATH': 45, 'CP': 96, 'SPORT': 74, 'SCI': 66}
Student 883: {'ENG': 90, 'MATH': 73, 'CP': 54, 'SPORT': 85, 'SCI': 68}
Student 884: {'ENG': 58, 'MATH': 63, 'CP': 71, 'SPORT': 66, 'SCI': 69}
Student 885: {'ENG': 73, 'MATH': 92, 'CP': 56, 'SPORT': 68, 'SCI': 79}
Student 886: {'ENG': 80, 'MATH': 66, 'CP': 70, 'SPORT': 47, 'SCI': 84}
Student 887: {'ENG': 76, 'MATH': 76, 'CP': 42, 'SPORT': 44, 'SCI': 70}
Student 888: {'ENG': 47, 'MATH': 88, 'CP': 72, 'SPORT': 62, 'SCI': 60}
Student 889: {'ENG': 93, 'MATH': 98, 'CP': 86, 'SPORT': 55, 'SCI': 62}
Student 890: {'ENG': 74, 'MATH': 81, 'CP': 93, 'SPORT': 62, 'SCI': 57}
Student 891: {'ENG': 71, 'MATH': 70, 'CP': 89, 'SPORT': 73, 'SCI': 45}
Student 892: {'ENG': 94, 'MATH': 74, 'CP': 53, 'SPORT': 57, 'SCI': 100}
Student 893: {'ENG': 73, 'MATH': 70, 'CP': 94, 'SPORT': 59, 'SCI': 81}
Student 894: {'ENG': 88, 'MATH': 43, 'CP': 99, 'SPORT': 41, 'SCI': 76}
Student 895: {'ENG': 46, 'MATH': 69, 'CP': 70, 'SPORT': 98, 'SCI': 51}
Student 896: {'ENG': 79, 'MATH': 68, 'CP': 49, 'SPORT': 87, 'SCI': 68}
Student 897: {'ENG': 72, 'MATH': 89, 'CP': 72, 'SPORT': 57, 'SCI': 92}
Student 898: {'ENG': 74, 'MATH': 96, 'CP': 68, 'SPORT': 84, 'SCI': 50}
Student 899: {'ENG': 97, 'MATH': 70, 'CP': 97, 'SPORT': 76, 'SCI': 95}
Student 900: {'ENG': 73, 'MATH': 88, 'CP': 67, 'SPORT': 87, 'SCI': 95}
Student 901: {'ENG': 95, 'MATH': 65, 'CP': 56, 'SPORT': 71, 'SCI': 91}
Student 902: {'ENG': 42, 'MATH': 45, 'CP': 71, 'SPORT': 72, 'SCI': 93}
Student 903: {'ENG': 95, 'MATH': 56, 'CP': 49, 'SPORT': 74, 'SCI': 66}
Student 904: {'ENG': 67, 'MATH': 88, 'CP': 96, 'SPORT': 64, 'SCI': 95}
Student 905: {'ENG': 96, 'MATH': 66, 'CP': 89, 'SPORT': 83, 'SCI': 78}
Student 906: {'ENG': 100, 'MATH': 72, 'CP': 77, 'SPORT': 51, 'SCI': 85}
Student 907: {'ENG': 49, 'MATH': 71, 'CP': 96, 'SPORT': 40, 'SCI': 85}
Student 908: {'ENG': 54, 'MATH': 75, 'CP': 55, 'SPORT': 49, 'SCI': 76}
Student 909: {'ENG': 65, 'MATH': 51, 'CP': 94, 'SPORT': 71, 'SCI': 92}
Student 910: {'ENG': 90, 'MATH': 75, 'CP': 85, 'SPORT': 97, 'SCI': 67}
Student 911: {'ENG': 60, 'MATH': 85, 'CP': 84, 'SPORT': 66, 'SCI': 77}
Student 912: {'ENG': 53, 'MATH': 59, 'CP': 59, 'SPORT': 53, 'SCI': 92}
Student 913: {'ENG': 80, 'MATH': 67, 'CP': 90, 'SPORT': 60, 'SCI': 79}
Student 914: {'ENG': 80, 'MATH': 91, 'CP': 53, 'SPORT': 83, 'SCI': 94}
Student 915: {'ENG': 47, 'MATH': 54, 'CP': 49, 'SPORT': 49, 'SCI': 66}
Student 916: {'ENG': 97, 'MATH': 86, 'CP': 53, 'SPORT': 75, 'SCI': 48}
Student 917: {'ENG': 97, 'MATH': 76, 'CP': 86, 'SPORT': 97, 'SCI': 98}
Student 918: {'ENG': 63, 'MATH': 97, 'CP': 99, 'SPORT': 55, 'SCI': 43}
Student 919: {'ENG': 60, 'MATH': 72, 'CP': 58, 'SPORT': 93, 'SCI': 95}
Student 920: {'ENG': 41, 'MATH': 60, 'CP': 72, 'SPORT': 40, 'SCI': 58}
Student 921: {'ENG': 60, 'MATH': 60, 'CP': 57, 'SPORT': 60, 'SCI': 61}
Student 922: {'ENG': 61, 'MATH': 84, 'CP': 90, 'SPORT': 65, 'SCI': 65}
Student 923: {'ENG': 42, 'MATH': 88, 'CP': 67, 'SPORT': 77, 'SCI': 71}
Student 924: {'ENG': 50, 'MATH': 47, 'CP': 45, 'SPORT': 96, 'SCI': 66}
Student 925: {'ENG': 75, 'MATH': 41, 'CP': 42, 'SPORT': 62, 'SCI': 61}
Student 926: {'ENG': 42, 'MATH': 67, 'CP': 54, 'SPORT': 65, 'SCI': 54}
Student 927: {'ENG': 52, 'MATH': 42, 'CP': 49, 'SPORT': 49, 'SCI': 55}
Student 928: {'ENG': 71, 'MATH': 63, 'CP': 43, 'SPORT': 85, 'SCI': 52}
Student 929: {'ENG': 95, 'MATH': 68, 'CP': 78, 'SPORT': 71, 'SCI': 51}
Student 930: {'ENG': 44, 'MATH': 66, 'CP': 59, 'SPORT': 49, 'SCI': 67}
Student 931: {'ENG': 53, 'MATH': 91, 'CP': 68, 'SPORT': 95, 'SCI': 48}
Student 932: {'ENG': 91, 'MATH': 86, 'CP': 99, 'SPORT': 75, 'SCI': 80}
Student 933: {'ENG': 87, 'MATH': 59, 'CP': 97, 'SPORT': 99, 'SCI': 60}
Student 934: {'ENG': 84, 'MATH': 71, 'CP': 78, 'SPORT': 87, 'SCI': 69}
Student 935: {'ENG': 71, 'MATH': 67, 'CP': 58, 'SPORT': 64, 'SCI': 73}
Student 936: {'ENG': 67, 'MATH': 86, 'CP': 57, 'SPORT': 93, 'SCI': 73}
Student 937: {'ENG': 57, 'MATH': 51, 'CP': 54, 'SPORT': 94, 'SCI': 62}
Student 938: {'ENG': 81, 'MATH': 88, 'CP': 56, 'SPORT': 100, 'SCI': 76}
Student 939: {'ENG': 78, 'MATH': 66, 'CP': 46, 'SPORT': 94, 'SCI': 40}
Student 940: {'ENG': 96, 'MATH': 73, 'CP': 68, 'SPORT': 73, 'SCI': 58}
Student 941: {'ENG': 64, 'MATH': 76, 'CP': 85, 'SPORT': 64, 'SCI': 72}
Student 942: {'ENG': 85, 'MATH': 55, 'CP': 70, 'SPORT': 70, 'SCI': 58}
Student 943: {'ENG': 64, 'MATH': 40, 'CP': 73, 'SPORT': 57, 'SCI': 65}
Student 944: {'ENG': 64, 'MATH': 49, 'CP': 55, 'SPORT': 58, 'SCI': 94}
Student 945: {'ENG': 64, 'MATH': 73, 'CP': 75, 'SPORT': 97, 'SCI': 68}
Student 946: {'ENG': 67, 'MATH': 95, 'CP': 78, 'SPORT': 90, 'SCI': 77}
Student 947: {'ENG': 62, 'MATH': 89, 'CP': 62, 'SPORT': 94, 'SCI': 56}
Student 948: {'ENG': 41, 'MATH': 74, 'CP': 93, 'SPORT': 70, 'SCI': 40}
Student 949: {'ENG': 42, 'MATH': 81, 'CP': 68, 'SPORT': 47, 'SCI': 51}
Student 950: {'ENG': 74, 'MATH': 47, 'CP': 70, 'SPORT': 48, 'SCI': 78}
Student 951: {'ENG': 45, 'MATH': 59, 'CP': 84, 'SPORT': 78, 'SCI': 68}
Student 952: {'ENG': 88, 'MATH': 74, 'CP': 95, 'SPORT': 63, 'SCI': 41}
Student 953: {'ENG': 88, 'MATH': 98, 'CP': 97, 'SPORT': 88, 'SCI': 82}
Student 954: {'ENG': 41, 'MATH': 50, 'CP': 76, 'SPORT': 40, 'SCI': 75}
Student 955: {'ENG': 43, 'MATH': 70, 'CP': 42, 'SPORT': 47, 'SCI': 43}
Student 956: {'ENG': 68, 'MATH': 96, 'CP': 72, 'SPORT': 89, 'SCI': 89}
Student 957: {'ENG': 98, 'MATH': 94, 'CP': 60, 'SPORT': 95, 'SCI': 77}
Student 958: {'ENG': 65, 'MATH': 81, 'CP': 46, 'SPORT': 46, 'SCI': 71}
Student 959: {'ENG': 42, 'MATH': 69, 'CP': 63, 'SPORT': 61, 'SCI': 99}
Student 960: {'ENG': 86, 'MATH': 100, 'CP': 46, 'SPORT': 65, 'SCI': 67}
Student 961: {'ENG': 71, 'MATH': 85, 'CP': 72, 'SPORT': 49, 'SCI': 97}
Student 962: {'ENG': 82, 'MATH': 67, 'CP': 46, 'SPORT': 81, 'SCI': 73}
Student 963: {'ENG': 80, 'MATH': 58, 'CP': 67, 'SPORT': 54, 'SCI': 57}
Student 964: {'ENG': 89, 'MATH': 96, 'CP': 97, 'SPORT': 72, 'SCI': 61}
Student 965: {'ENG': 47, 'MATH': 80, 'CP': 92, 'SPORT': 74, 'SCI': 69}
Student 966: {'ENG': 88, 'MATH': 90, 'CP': 99, 'SPORT': 78, 'SCI': 61}
Student 967: {'ENG': 40, 'MATH': 50, 'CP': 74, 'SPORT': 50, 'SCI': 50}
Student 968: {'ENG': 58, 'MATH': 44, 'CP': 82, 'SPORT': 74, 'SCI': 96}
Student 969: {'ENG': 49, 'MATH': 55, 'CP': 88, 'SPORT': 97, 'SCI': 61}
Student 970: {'ENG': 92, 'MATH': 92, 'CP': 87, 'SPORT': 67, 'SCI': 98}
Student 971: {'ENG': 98, 'MATH': 96, 'CP': 59, 'SPORT': 77, 'SCI': 65}
Student 972: {'ENG': 52, 'MATH': 74, 'CP': 50, 'SPORT': 85, 'SCI': 47}
Student 973: {'ENG': 53, 'MATH': 50, 'CP': 56, 'SPORT': 58, 'SCI': 69}
Student 974: {'ENG': 62, 'MATH': 80, 'CP': 88, 'SPORT': 49, 'SCI': 41}
Student 975: {'ENG': 96, 'MATH': 79, 'CP': 76, 'SPORT': 97, 'SCI': 50}
Student 976: {'ENG': 90, 'MATH': 82, 'CP': 93, 'SPORT': 89, 'SCI': 59}
Student 977: {'ENG': 82, 'MATH': 60, 'CP': 91, 'SPORT': 84, 'SCI': 61}
Student 978: {'ENG': 42, 'MATH': 68, 'CP': 70, 'SPORT': 93, 'SCI': 93}
Student 979: {'ENG': 72, 'MATH': 48, 'CP': 56, 'SPORT': 68, 'SCI': 51}
Student 980: {'ENG': 97, 'MATH': 86, 'CP': 46, 'SPORT': 79, 'SCI': 80}
Student 981: {'ENG': 93, 'MATH': 60, 'CP': 84, 'SPORT': 76, 'SCI': 53}
Student 982: {'ENG': 100, 'MATH': 99, 'CP': 69, 'SPORT': 48, 'SCI': 77}
Student 983: {'ENG': 52, 'MATH': 58, 'CP': 91, 'SPORT': 54, 'SCI': 44}
Student 984: {'ENG': 78, 'MATH': 94, 'CP': 64, 'SPORT': 52, 'SCI': 91}
Student 985: {'ENG': 98, 'MATH': 59, 'CP': 65, 'SPORT': 40, 'SCI': 47}
Student 986: {'ENG': 95, 'MATH': 96, 'CP': 47, 'SPORT': 77, 'SCI': 87}
Student 987: {'ENG': 55, 'MATH': 54, 'CP': 42, 'SPORT': 50, 'SCI': 49}
Student 988: {'ENG': 87, 'MATH': 59, 'CP': 88, 'SPORT': 57, 'SCI': 87}
Student 989: {'ENG': 46, 'MATH': 80, 'CP': 85, 'SPORT': 63, 'SCI': 72}
Student 990: {'ENG': 54, 'MATH': 49, 'CP': 54, 'SPORT': 61, 'SCI': 52}
Student 991: {'ENG': 87, 'MATH': 86, 'CP': 56, 'SPORT': 85, 'SCI': 52}
Student 992: {'ENG': 76, 'MATH': 83, 'CP': 87, 'SPORT': 71, 'SCI': 71}
Student 993: {'ENG': 57, 'MATH': 88, 'CP': 48, 'SPORT': 82, 'SCI': 52}
Student 994: {'ENG': 50, 'MATH': 95, 'CP': 55, 'SPORT': 59, 'SCI': 97}
Student 995: {'ENG': 71, 'MATH': 56, 'CP': 71, 'SPORT': 53, 'SCI': 54}
Student 996: {'ENG': 52, 'MATH': 75, 'CP': 84, 'SPORT': 100, 'SCI': 78}
Student 997: {'ENG': 87, 'MATH': 56, 'CP': 92, 'SPORT': 69, 'SCI': 61}
Student 998: {'ENG': 97, 'MATH': 43, 'CP': 70, 'SPORT': 47, 'SCI': 51}
Student 999: {'ENG': 43, 'MATH': 57, 'CP': 62, 'SPORT': 73, 'SCI': 77}
Student 1000: {'ENG': 84, 'MATH': 85, 'CP': 51, 'SPORT': 62, 'SCI': 74}
